,Address
462,"{'latitude': 40.7240531, 'formatted_address': '58 Avenue A, New York, NY 10009, USA', 'longitude': -73.9847734}"
463,"{'latitude': 40.7289156, 'formatted_address': '315 E 9th St, New York, NY 10003, USA', 'longitude': -73.986358}"
464,"{'latitude': 40.730938, 'formatted_address': '229 E 11th St, New York, NY 10003, USA', 'longitude': -73.987268}"
465,"{'latitude': 40.7259898, 'formatted_address': '384 E 10th St, New York, NY 10009, USA', 'longitude': -73.9782115}"
466,"{'latitude': 40.781365, 'formatted_address': '166 W 77th St, New York, NY 10024, USA', 'longitude': -73.978802}"
467,"{'latitude': 40.781418, 'formatted_address': '170 W 77th St, New York, NY 10024, USA', 'longitude': -73.97892399999999}"
468,"{'latitude': 40.7314734, 'formatted_address': '229 E 12th St, New York, NY 10003, USA', 'longitude': -73.9865382}"
469,"{'latitude': 40.7228372, 'formatted_address': '184 E 3rd St, New York, NY 10009, USA', 'longitude': -73.9838891}"
470,"{'latitude': 40.7265786, 'formatted_address': '361 E 10th St, New York, NY 10009, USA', 'longitude': -73.9788477}"
471,"{'latitude': 40.7304627, 'formatted_address': '339 E 12th St, New York, NY 10003, USA', 'longitude': -73.984135}"
472,"{'latitude': 40.7263267, 'formatted_address': '306 E 5th St, New York, NY 10003, USA', 'longitude': -73.98844559999999}"
473,"{'latitude': 40.72871, 'formatted_address': '182 Avenue A, New York, NY 10009, USA', 'longitude': -73.981228}"
474,"{'latitude': 40.7312017, 'formatted_address': '213 E 11th St, New York, NY 10003, USA', 'longitude': -73.9877125}"
475,"{'latitude': 40.7282899, 'formatted_address': '344 E 9th St, New York, NY 10003, USA', 'longitude': -73.9856921}"
476,"{'latitude': 40.7311757, 'formatted_address': '337 E 13th St, New York, NY 10003, USA', 'longitude': -73.9837605}"
477,"{'latitude': 40.7277278, 'formatted_address': '528 E 11th St, New York, NY 10009, USA', 'longitude': -73.9805116}"
478,"{'latitude': 40.7280513, 'formatted_address': '195 Avenue B, New York, NY 10009, USA', 'longitude': -73.9785053}"
479,"{'latitude': 40.7228372, 'formatted_address': '184 E 3rd St, New York, NY 10009, USA', 'longitude': -73.9838891}"
480,"{'latitude': 40.7314734, 'formatted_address': '229 E 12th St, New York, NY 10003, USA', 'longitude': -73.9865382}"
481,"{'latitude': 40.725298, 'formatted_address': '156 E 7th St, New York, NY 10009, USA', 'longitude': -73.98231299999999}"
482,"{'latitude': 40.730681, 'formatted_address': '105 E 10th St, New York, NY 10003, USA', 'longitude': -73.9883796}"
483,"{'latitude': 40.7321715, 'formatted_address': '342 E 15th St, New York, NY 10003, USA', 'longitude': -73.98288819999999}"
484,"{'latitude': 40.7312469, 'formatted_address': '329 E 13th St, New York, NY 10003, USA', 'longitude': -73.9839901}"
485,"{'latitude': 40.7262997, 'formatted_address': '409 E 6th St, New York, NY 10009, USA', 'longitude': -73.9855078}"
486,"{'latitude': 40.7365827, 'formatted_address': '70 Irving Pl, New York, NY 10003, USA', 'longitude': -73.98663}"
487,"{'latitude': 40.730736, 'formatted_address': '323 E 12th St, New York, NY 10003, USA', 'longitude': -73.984661}"
488,"{'latitude': 40.7354668, 'formatted_address': '56 Perry St, New York, NY 10014, USA', 'longitude': -74.00347119999999}"
489,"{'latitude': 40.7236415, 'formatted_address': '619 E 5th St, New York, NY 10009, USA', 'longitude': -73.9810057}"
490,"{'latitude': 40.7308775, 'formatted_address': '214 E 11th St, New York, NY 10003, USA', 'longitude': -73.9878568}"
491,"{'latitude': 40.7321728, 'formatted_address': '208 E 13th St, New York, NY 10003, USA', 'longitude': -73.9872499}"
492,"{'latitude': 40.7262481, 'formatted_address': '411 E 6th St, New York, NY 10009, USA', 'longitude': -73.985416}"
493,"{'latitude': 40.7355944, 'formatted_address': '304 E 20th St, New York, NY 10003, USA', 'longitude': -73.9819275}"
494,"{'latitude': 40.735148, 'formatted_address': '55 W 11th St, New York, NY 10011, USA', 'longitude': -73.99718419999999}"
495,"{'latitude': 40.7348449, 'formatted_address': '6 E 13th St, New York, NY 10003, USA', 'longitude': -73.9936086}"
496,"{'latitude': 40.7321728, 'formatted_address': '208 E 13th St, New York, NY 10003, USA', 'longitude': -73.9872499}"
497,"{'latitude': 40.7308775, 'formatted_address': '214 E 11th St, New York, NY 10003, USA', 'longitude': -73.9878568}"
498,"{'latitude': 40.7371354, 'formatted_address': '202 E 21st St, New York, NY 10010, USA', 'longitude': -73.9838123}"
499,"{'latitude': 40.7330221, 'formatted_address': '139 E 13th St, New York, NY 10003, USA', 'longitude': -73.98813369999999}"
500,"{'latitude': 40.729646, 'formatted_address': '211 E 10th St, New York, NY 10003, USA', 'longitude': -73.9859376}"
501,"{'latitude': 40.7290748, 'formatted_address': '10 St Marks Pl, New York, NY 10003, USA', 'longitude': -73.9893618}"
502,"{'latitude': 40.7315867, 'formatted_address': '221 E 12th St, New York, NY 10003, USA', 'longitude': -73.98692849999999}"
503,"{'latitude': 40.7312017, 'formatted_address': '213 E 11th St, New York, NY 10003, USA', 'longitude': -73.9877125}"
504,"{'latitude': 40.7296157, 'formatted_address': '209 E 10th St, New York, NY 10003, USA', 'longitude': -73.98606380000001}"
505,"{'latitude': 40.7308775, 'formatted_address': '214 E 11th St, New York, NY 10003, USA', 'longitude': -73.9878568}"
506,"{'latitude': 40.7314734, 'formatted_address': '229 E 12th St, New York, NY 10003, USA', 'longitude': -73.9865382}"
507,"{'latitude': 40.7368299, 'formatted_address': '78 Irving Pl, New York, NY 10003, USA', 'longitude': -73.9863316}"
508,"{'latitude': 40.736685, 'formatted_address': '772 Greenwich St, New York, NY 10014, USA', 'longitude': -74.00680899999999}"
509,"{'latitude': 40.7207832, 'formatted_address': '274 E 2nd St, New York, NY 10009, USA', 'longitude': -73.97991979999999}"
510,"{'latitude': 40.7385403, 'formatted_address': '43 W 16th St, New York, NY 10011, USA', 'longitude': -73.9949859}"
511,"{'latitude': 40.735148, 'formatted_address': '55 W 11th St, New York, NY 10011, USA', 'longitude': -73.99718419999999}"
512,"{'latitude': 40.7255117, 'formatted_address': '304 Mulberry St, New York, NY 10012, USA', 'longitude': -73.9944579}"
513,"{'latitude': 40.7246157, 'formatted_address': '75 Thompson St, New York, NY 10012, USA', 'longitude': -74.00301}"
514,"{'latitude': 40.72431599999999, 'formatted_address': '68 Thompson St, New York, NY 10012, USA', 'longitude': -74.002865}"
515,"{'latitude': 40.7199288, 'formatted_address': '172 Mulberry St, New York, NY 10013, USA', 'longitude': -73.9968487}"
516,"{'latitude': 40.7268018, 'formatted_address': '30 Charlton St, New York, NY 10014, USA', 'longitude': -74.0043743}"
517,"{'latitude': 40.7257349, 'formatted_address': '100 Sullivan St, New York, NY 10012, USA', 'longitude': -74.0032496}"
518,"{'latitude': 40.72621400000001, 'formatted_address': '63 2nd Ave, New York, NY 10003, USA', 'longitude': -73.989976}"
519,"{'latitude': 40.720633, 'formatted_address': '144 Ludlow St, New York, NY 10002, USA', 'longitude': -73.987803}"
520,"{'latitude': 40.725988, 'formatted_address': '112 Sullivan St, New York, NY 10012, USA', 'longitude': -74.003083}"
521,"{'latitude': 40.734387, 'formatted_address': '133 Charles St, New York, NY 10014, USA', 'longitude': -74.007823}"
522,"{'latitude': 40.731822, 'formatted_address': '22 Jones St, New York, NY 10014, USA', 'longitude': -74.0026069}"
523,"{'latitude': 40.7222599, 'formatted_address': '27 Avenue B, New York, NY 10009, USA', 'longitude': -73.9829462}"
524,"{'latitude': 40.7184218, 'formatted_address': '43 White St, New York, NY 10013, USA', 'longitude': -74.0043743}"
525,"{'latitude': 40.7162516, 'formatted_address': '106 Bayard St, New York, NY 10013, USA', 'longitude': -73.999943}"
526,"{'latitude': 40.71810079999999, 'formatted_address': '259 Broome St, New York, NY 10002, USA', 'longitude': -73.9904899}"
527,"{'latitude': 40.72668940000001, 'formatted_address': '111 E 7th St, New York, NY 10009, USA', 'longitude': -73.98445869999999}"
528,"{'latitude': 40.7210695, 'formatted_address': '157 Allen St, New York, NY 10002, USA', 'longitude': -73.9898209}"
529,"{'latitude': 40.724831, 'formatted_address': '91 E 3rd St, New York, NY 10003, USA', 'longitude': -73.9877549}"
530,"{'latitude': 40.7143084, 'formatted_address': '111 Division St, New York, NY 10002, USA', 'longitude': -73.99233199999999}"
531,"{'latitude': 40.7240531, 'formatted_address': '58 Avenue A, New York, NY 10009, USA', 'longitude': -73.9847734}"
532,"{'latitude': 40.7255117, 'formatted_address': '304 Mulberry St, New York, NY 10012, USA', 'longitude': -73.9944579}"
533,"{'latitude': 40.7371336, 'formatted_address': '756 Washington St, New York, NY 10014, USA', 'longitude': -74.00848309999999}"
534,"{'latitude': 40.737851, 'formatted_address': '379 W 12th St, New York, NY 10014, USA', 'longitude': -74.00847}"
535,"{'latitude': 40.74601699999999, 'formatted_address': '220 W 26th St, New York, NY 10001, USA', 'longitude': -73.995014}"
536,"{'latitude': 40.7257349, 'formatted_address': '100 Sullivan St, New York, NY 10012, USA', 'longitude': -74.0032496}"
537,"{'latitude': 40.7268018, 'formatted_address': '30 Charlton St, New York, NY 10014, USA', 'longitude': -74.0043743}"
538,"{'latitude': 40.7266476, 'formatted_address': '202 6th Ave, New York, NY 10013, USA', 'longitude': -74.0030395}"
539,"{'latitude': 40.7242073, 'formatted_address': '59 Thompson St, New York, NY 10012, USA', 'longitude': -74.0034611}"
540,"{'latitude': 40.7325685, 'formatted_address': '12 5th Ave, New York, NY 10011, USA', 'longitude': -73.99653099999999}"
541,"{'latitude': 40.7323744, 'formatted_address': '27 Washington Square N, New York, NY 10011, USA', 'longitude': -73.99829830000002}"
542,"{'latitude': 40.7235481, 'formatted_address': '508 Broome St, New York, NY 10013, USA', 'longitude': -74.0033265}"
543,"{'latitude': 40.7242073, 'formatted_address': '59 Thompson St, New York, NY 10012, USA', 'longitude': -74.0034611}"
544,"{'latitude': 40.7287286, 'formatted_address': '159 Bleecker St, New York, NY 10012, USA', 'longitude': -73.9998523}"
545,"{'latitude': 40.718826, 'formatted_address': '77 Delancey St, New York, NY 10002, USA', 'longitude': -73.990219}"
546,"{'latitude': 40.7260551, 'formatted_address': '334 Bowery, New York, NY 10012, USA', 'longitude': -73.9923001}"
547,"{'latitude': 40.71581339999999, 'formatted_address': '122 Duane St, New York, NY 10007, USA', 'longitude': -74.0069488}"
548,"{'latitude': 40.7245012, 'formatted_address': '53 E Houston St, New York, NY 10012, USA', 'longitude': -73.994412}"
549,"{'latitude': 40.738165, 'formatted_address': '51 7th Ave, New York, NY 10011, USA', 'longitude': -73.99971699999999}"
550,"{'latitude': 40.725988, 'formatted_address': '112 Sullivan St, New York, NY 10012, USA', 'longitude': -74.003083}"
551,"{'latitude': 40.7242073, 'formatted_address': '59 Thompson St, New York, NY 10012, USA', 'longitude': -74.0034611}"
552,"{'latitude': 40.7235481, 'formatted_address': '508 Broome St, New York, NY 10013, USA', 'longitude': -74.0033265}"
553,"{'latitude': 40.7340651, 'formatted_address': '42 W 10th St, New York, NY 10011, USA', 'longitude': -73.9975023}"
554,"{'latitude': 40.7246157, 'formatted_address': '75 Thompson St, New York, NY 10012, USA', 'longitude': -74.00301}"
555,"{'latitude': 40.727089, 'formatted_address': '144 Sullivan St, New York, NY 10012, USA', 'longitude': -74.0020555}"
556,"{'latitude': 40.7272422, 'formatted_address': '148 Sullivan St, New York, NY 10012, USA', 'longitude': -74.002033}"
557,"{'latitude': 40.727486, 'formatted_address': '24 King St, New York, NY 10014, USA', 'longitude': -74.003744}"
558,"{'latitude': 40.725844, 'formatted_address': '104 Sullivan St, New York, NY 10012, USA', 'longitude': -74.003208}"
559,"{'latitude': 40.7240813, 'formatted_address': '64 Thompson St, New York, NY 10012, USA', 'longitude': -74.0029797}"
560,"{'latitude': 40.7277278, 'formatted_address': '528 E 11th St, New York, NY 10009, USA', 'longitude': -73.9805116}"
561,"{'latitude': 40.7280513, 'formatted_address': '195 Avenue B, New York, NY 10009, USA', 'longitude': -73.9785053}"
562,"{'latitude': 40.7188295, 'formatted_address': '169 Rivington St, New York, NY 10002, USA', 'longitude': -73.98483379999999}"
563,"{'latitude': 40.7277278, 'formatted_address': '528 E 11th St, New York, NY 10009, USA', 'longitude': -73.9805116}"
564,"{'latitude': 40.7188295, 'formatted_address': '169 Rivington St, New York, NY 10002, USA', 'longitude': -73.98483379999999}"
565,"{'latitude': 40.73903560000001, 'formatted_address': '214 E 24th St, New York, NY 10010, USA', 'longitude': -73.982136}"
566,"{'latitude': 40.7340755, 'formatted_address': '52 E 13th St, New York, NY 10003, USA', 'longitude': -73.9917775}"
567,"{'latitude': 40.7257931, 'formatted_address': '156 Prince St, New York, NY 10012, USA', 'longitude': -74.0013444}"
568,"{'latitude': 40.724831, 'formatted_address': '91 E 3rd St, New York, NY 10003, USA', 'longitude': -73.9877549}"
569,"{'latitude': 40.7197755, 'formatted_address': '139 Chrystie St, New York, NY 10002, USA', 'longitude': -73.9934542}"
570,"{'latitude': 40.7330602, 'formatted_address': '317 Bleecker St, New York, NY 10014, USA', 'longitude': -74.00391669999999}"
571,"{'latitude': 40.725988, 'formatted_address': '112 Sullivan St, New York, NY 10012, USA', 'longitude': -74.003083}"
572,"{'latitude': 40.7329079, 'formatted_address': '123 Waverly Pl, New York, NY 10011, USA', 'longitude': -73.9994689}"
573,"{'latitude': 40.7316795, 'formatted_address': '80 4th Ave, New York, NY 10003, USA', 'longitude': -73.99067670000001}"
574,"{'latitude': 40.7187752, 'formatted_address': '294 Broome St, New York, NY 10002, USA', 'longitude': -73.9918869}"
575,"{'latitude': 40.7347458, 'formatted_address': '24 E 13th St, New York, NY 10003, USA', 'longitude': -73.99298999999999}"
576,"{'latitude': 40.7235481, 'formatted_address': '508 Broome St, New York, NY 10013, USA', 'longitude': -74.0033265}"
577,"{'latitude': 40.725988, 'formatted_address': '112 Sullivan St, New York, NY 10012, USA', 'longitude': -74.003083}"
578,"{'latitude': 40.7096248, 'formatted_address': '9 Maiden Ln, New York, NY 10038, USA', 'longitude': -74.0093371}"
579,"{'latitude': 40.737849, 'formatted_address': '103 W 14th St, New York, NY 10011, USA', 'longitude': -73.9971896}"
580,"{'latitude': 40.7268018, 'formatted_address': '30 Charlton St, New York, NY 10014, USA', 'longitude': -74.0043743}"
581,"{'latitude': 40.7330602, 'formatted_address': '317 Bleecker St, New York, NY 10014, USA', 'longitude': -74.00391669999999}"
582,"{'latitude': 40.7327755, 'formatted_address': '11 W 8th St, New York, NY 10011, USA', 'longitude': -73.99717369999999}"
583,"{'latitude': 40.7347458, 'formatted_address': '24 E 13th St, New York, NY 10003, USA', 'longitude': -73.99298999999999}"
584,"{'latitude': 40.7323744, 'formatted_address': '27 Washington Square N, New York, NY 10011, USA', 'longitude': -73.99829830000002}"
585,"{'latitude': 40.7261324, 'formatted_address': '161 Prince St, New York, NY 10012, USA', 'longitude': -74.0012181}"
586,"{'latitude': 40.7251013, 'formatted_address': '204 Spring St, New York, NY 10012, USA', 'longitude': -74.00378280000001}"
587,"{'latitude': 40.7246157, 'formatted_address': '75 Thompson St, New York, NY 10012, USA', 'longitude': -74.00301}"
588,"{'latitude': 40.7329079, 'formatted_address': '123 Waverly Pl, New York, NY 10011, USA', 'longitude': -73.9994689}"
589,"{'latitude': 40.72668940000001, 'formatted_address': '111 E 7th St, New York, NY 10009, USA', 'longitude': -73.98445869999999}"
590,"{'latitude': 40.7327755, 'formatted_address': '11 W 8th St, New York, NY 10011, USA', 'longitude': -73.99717369999999}"
591,"{'latitude': 40.727486, 'formatted_address': '24 King St, New York, NY 10014, USA', 'longitude': -74.003744}"
592,"{'latitude': 40.7271016, 'formatted_address': '40 Macdougal St, New York, NY 10012, USA', 'longitude': -74.00267570000001}"
593,"{'latitude': 40.728333, 'formatted_address': '183 Sullivan St, New York, NY 10012, USA', 'longitude': -74.000518}"
594,"{'latitude': 40.7264426, 'formatted_address': '132 Thompson St, New York, NY 10012, USA', 'longitude': -74.001023}"
595,"{'latitude': 40.726987, 'formatted_address': '81 Bleecker St, New York, NY 10012, USA', 'longitude': -73.996291}"
596,"{'latitude': 40.731822, 'formatted_address': '22 Jones St, New York, NY 10014, USA', 'longitude': -74.0026069}"
597,"{'latitude': 40.7250619, 'formatted_address': '81 E 3rd St, New York, NY 10003, USA', 'longitude': -73.9882255}"
598,"{'latitude': 40.7261324, 'formatted_address': '161 Prince St, New York, NY 10012, USA', 'longitude': -74.0012181}"
599,"{'latitude': 40.7246157, 'formatted_address': '75 Thompson St, New York, NY 10012, USA', 'longitude': -74.00301}"
600,"{'latitude': 40.7415113, 'formatted_address': '376 Third Ave, New York, NY 10016, USA', 'longitude': -73.981462}"
601,"{'latitude': 40.731505, 'formatted_address': '85 4th Ave, New York, NY 10003, USA', 'longitude': -73.9899313}"
602,"{'latitude': 40.7419438, 'formatted_address': '120 W 21st St, New York, NY 10011, USA', 'longitude': -73.994993}"
603,"{'latitude': 40.7191742, 'formatted_address': '208 Grand St, New York, NY 10013, USA', 'longitude': -73.9962197}"
604,"{'latitude': 40.7206127, 'formatted_address': '23 Clinton St, New York, NY 10002, USA', 'longitude': -73.9845193}"
605,"{'latitude': 40.7196631, 'formatted_address': '55 Clinton St, New York, NY 10002, USA', 'longitude': -73.9849503}"
606,"{'latitude': 40.7233331, 'formatted_address': '14 1st Avenue, New York, NY 10009, USA', 'longitude': -73.9880763}"
607,"{'latitude': 40.7238024, 'formatted_address': '27 1st Avenue, New York, NY 10003, USA', 'longitude': -73.9883977}"
608,"{'latitude': 40.7261712, 'formatted_address': '87 1st Avenue, New York, NY 10003, USA', 'longitude': -73.9867987}"
609,"{'latitude': 40.7138138, 'formatted_address': '10 Rutgers St, New York, NY 10002, USA', 'longitude': -73.9905677}"
610,"{'latitude': 40.7207832, 'formatted_address': '274 E 2nd St, New York, NY 10009, USA', 'longitude': -73.97991979999999}"
611,"{'latitude': 40.718154, 'formatted_address': '176 W Broadway, New York, NY 10013, USA', 'longitude': -74.00744399999999}"
612,"{'latitude': 40.7314734, 'formatted_address': '229 E 12th St, New York, NY 10003, USA', 'longitude': -73.9865382}"
613,"{'latitude': 40.7254187, 'formatted_address': '59 E 3rd St, New York, NY 10003, USA', 'longitude': -73.9889027}"
614,"{'latitude': 40.7245012, 'formatted_address': '53 E Houston St, New York, NY 10012, USA', 'longitude': -73.994412}"
615,"{'latitude': 40.7347155, 'formatted_address': '120 University Pl, New York, NY 10003, USA', 'longitude': -73.9923483}"
616,"{'latitude': 40.7096248, 'formatted_address': '9 Maiden Ln, New York, NY 10038, USA', 'longitude': -74.0093371}"
617,"{'latitude': 40.7432065, 'formatted_address': '112 9th Ave, New York, NY 10011, USA', 'longitude': -74.0033436}"
618,"{'latitude': 40.725988, 'formatted_address': '112 Sullivan St, New York, NY 10012, USA', 'longitude': -74.003083}"
619,"{'latitude': 40.7340651, 'formatted_address': '42 W 10th St, New York, NY 10011, USA', 'longitude': -73.9975023}"
620,"{'latitude': 40.7330602, 'formatted_address': '317 Bleecker St, New York, NY 10014, USA', 'longitude': -74.00391669999999}"
621,"{'latitude': 40.7330602, 'formatted_address': '317 Bleecker St, New York, NY 10014, USA', 'longitude': -74.00391669999999}"
622,"{'latitude': 40.7268018, 'formatted_address': '30 Charlton St, New York, NY 10014, USA', 'longitude': -74.0043743}"
623,"{'latitude': 40.725988, 'formatted_address': '112 Sullivan St, New York, NY 10012, USA', 'longitude': -74.003083}"
624,"{'latitude': 40.7319143, 'formatted_address': '82 Washington Pl, New York, NY 10011, USA', 'longitude': -74.0001727}"
625,"{'latitude': 40.7266476, 'formatted_address': '202 6th Ave, New York, NY 10013, USA', 'longitude': -74.0030395}"
626,"{'latitude': 40.7257931, 'formatted_address': '156 Prince St, New York, NY 10012, USA', 'longitude': -74.0013444}"
627,"{'latitude': 40.725988, 'formatted_address': '112 Sullivan St, New York, NY 10012, USA', 'longitude': -74.003083}"
628,"{'latitude': 40.7235481, 'formatted_address': '508 Broome St, New York, NY 10013, USA', 'longitude': -74.0033265}"
629,"{'latitude': 40.7263066, 'formatted_address': '640 Broadway, New York, NY 10012, USA', 'longitude': -73.9957754}"
630,"{'latitude': 40.7357173, 'formatted_address': '337 W 11th St, New York, NY 10014, USA', 'longitude': -74.00804730000002}"
631,"{'latitude': 40.73571, 'formatted_address': '82 W 12th St, New York, NY 10011, USA', 'longitude': -73.99748799999999}"
632,"{'latitude': 40.7288201, 'formatted_address': '416 Lafayette St, New York, NY 10003, USA', 'longitude': -73.992874}"
633,"{'latitude': 40.728938, 'formatted_address': '83 Macdougal St, New York, NY 10012, USA', 'longitude': -74.001705}"
634,"{'latitude': 40.73140799999999, 'formatted_address': '455 Hudson St, New York, NY 10014, USA', 'longitude': -74.006992}"
635,"{'latitude': 40.729175, 'formatted_address': '217 Thompson St, New York, NY 10012, USA', 'longitude': -73.99932439999999}"
636,"{'latitude': 40.7357356, 'formatted_address': '222 E 19th St, New York, NY 10003, USA', 'longitude': -73.9838813}"
637,"{'latitude': 40.7371336, 'formatted_address': '756 Washington St, New York, NY 10014, USA', 'longitude': -74.00848309999999}"
638,"{'latitude': 40.738166, 'formatted_address': '552 6th Ave, New York, NY 10011, USA', 'longitude': -73.995819}"
639,"{'latitude': 40.7251667, 'formatted_address': '75 E 3rd St, New York, NY 10003, USA', 'longitude': -73.988367}"
640,"{'latitude': 40.72772880000001, 'formatted_address': '174 Thompson St, New York, NY 10012, USA', 'longitude': -74.0000522}"
641,"{'latitude': 40.7330602, 'formatted_address': '317 Bleecker St, New York, NY 10014, USA', 'longitude': -74.00391669999999}"
642,"{'latitude': 40.7257349, 'formatted_address': '100 Sullivan St, New York, NY 10012, USA', 'longitude': -74.0032496}"
643,"{'latitude': 40.7348449, 'formatted_address': '6 E 13th St, New York, NY 10003, USA', 'longitude': -73.9936086}"
644,"{'latitude': 40.7280318, 'formatted_address': '173 Sullivan St, New York, NY 10012, USA', 'longitude': -74.0007935}"
645,"{'latitude': 40.7258736, 'formatted_address': '111 Sullivan St, New York, NY 10012, USA', 'longitude': -74.0026816}"
646,"{'latitude': 40.7292799, 'formatted_address': '210 Sullivan St, New York, NY 10012, USA', 'longitude': -74.0002959}"
647,"{'latitude': 40.7280318, 'formatted_address': '173 Sullivan St, New York, NY 10012, USA', 'longitude': -74.0007935}"
648,"{'latitude': 40.7258736, 'formatted_address': '111 Sullivan St, New York, NY 10012, USA', 'longitude': -74.0026816}"
649,"{'latitude': 40.7292799, 'formatted_address': '210 Sullivan St, New York, NY 10012, USA', 'longitude': -74.0002959}"
650,"{'latitude': 40.7258736, 'formatted_address': '111 Sullivan St, New York, NY 10012, USA', 'longitude': -74.0026816}"
651,"{'latitude': 40.7295243, 'formatted_address': '72 Carmine St, New York, NY 10014, USA', 'longitude': -74.00451199999999}"
652,"{'latitude': 40.7275645, 'formatted_address': '18 King St, New York, NY 10014, USA', 'longitude': -74.0034562}"
653,"{'latitude': 40.7230296, 'formatted_address': '32 Thompson St, New York, NY 10013, USA', 'longitude': -74.0039152}"
654,"{'latitude': 40.7298736, 'formatted_address': '122 Macdougal St, New York, NY 10012, USA', 'longitude': -74.0003303}"
655,"{'latitude': 40.7275195, 'formatted_address': '56 Macdougal St, New York, NY 10012, USA', 'longitude': -74.0023544}"
656,"{'latitude': 40.7265689, 'formatted_address': '183 Prince St, New York, NY 10012, USA', 'longitude': -74.0019913}"
657,"{'latitude': 40.72748, 'formatted_address': '156 Sullivan St, New York, NY 10012, USA', 'longitude': -74.0018035}"
658,"{'latitude': 40.7272422, 'formatted_address': '148 Sullivan St, New York, NY 10012, USA', 'longitude': -74.002033}"
659,"{'latitude': 40.7257577, 'formatted_address': '107 Sullivan St, New York, NY 10012, USA', 'longitude': -74.0026816}"
660,"{'latitude': 40.7264426, 'formatted_address': '132 Thompson St, New York, NY 10012, USA', 'longitude': -74.001023}"
661,"{'latitude': 40.728994, 'formatted_address': '264 6th Ave, New York, NY 10014, USA', 'longitude': -74.002083}"
662,"{'latitude': 40.736131, 'formatted_address': '110 Bank St, New York, NY 10014, USA', 'longitude': -74.0073}"
663,"{'latitude': 40.73973549999999, 'formatted_address': '151 W 16th St, New York, NY 10011, USA', 'longitude': -73.9979318}"
664,"{'latitude': 40.7268018, 'formatted_address': '30 Charlton St, New York, NY 10014, USA', 'longitude': -74.0043743}"
665,"{'latitude': 40.731822, 'formatted_address': '22 Jones St, New York, NY 10014, USA', 'longitude': -74.0026069}"
666,"{'latitude': 40.7386943, 'formatted_address': '204 W 14th St, New York, NY 10011, USA', 'longitude': -74.0005639}"
667,"{'latitude': 40.7308623, 'formatted_address': '29 7th Ave S, New York, NY 10014, USA', 'longitude': -74.00414479999999}"
668,"{'latitude': 40.7346904, 'formatted_address': '190 Waverly Pl, New York, NY 10014, USA', 'longitude': -74.0015969}"
669,"{'latitude': 40.8128508, 'formatted_address': '8 Frederick Douglass Blvd, New York, NY 10027, USA', 'longitude': -73.9488487}"
670,"{'latitude': 40.7300831, 'formatted_address': '45 Carmine St, New York, NY 10014, USA', 'longitude': -74.0038234}"
671,"{'latitude': 40.7283962, 'formatted_address': '254 E 10th St, New York, NY 10009, USA', 'longitude': -73.984036}"
672,"{'latitude': 40.72862569999999, 'formatted_address': '320 E 9th St, New York, NY 10003, USA', 'longitude': -73.9864693}"
673,"{'latitude': 40.736131, 'formatted_address': '110 Bank St, New York, NY 10014, USA', 'longitude': -74.0073}"
674,"{'latitude': 40.7349243, 'formatted_address': '179 Third Ave, New York, NY 10003, USA', 'longitude': -73.985584}"
675,"{'latitude': 40.7300831, 'formatted_address': '45 Carmine St, New York, NY 10014, USA', 'longitude': -74.0038234}"
676,"{'latitude': 40.7261321, 'formatted_address': '305 Spring St, New York, NY 10013, USA', 'longitude': -74.0083683}"
677,"{'latitude': 40.7252557, 'formatted_address': '67 E 3rd St, New York, NY 10003, USA', 'longitude': -73.9886387}"
678,"{'latitude': 40.7218636, 'formatted_address': '14 Avenue B, New York, NY 10009, USA', 'longitude': -73.9837146}"
679,"{'latitude': 40.7296352, 'formatted_address': '326 E 11th St, New York, NY 10003, USA', 'longitude': -73.9851018}"
680,"{'latitude': 40.724561, 'formatted_address': '43 1st Avenue, New York, NY 10003, USA', 'longitude': -73.98803389999999}"
681,"{'latitude': 40.7348449, 'formatted_address': '6 E 13th St, New York, NY 10003, USA', 'longitude': -73.9936086}"
682,"{'latitude': 40.7254187, 'formatted_address': '59 E 3rd St, New York, NY 10003, USA', 'longitude': -73.9889027}"
683,"{'latitude': 40.7288201, 'formatted_address': '416 Lafayette St, New York, NY 10003, USA', 'longitude': -73.992874}"
684,"{'latitude': 40.7327755, 'formatted_address': '11 W 8th St, New York, NY 10011, USA', 'longitude': -73.99717369999999}"
685,"{'latitude': 40.720633, 'formatted_address': '144 Ludlow St, New York, NY 10002, USA', 'longitude': -73.987803}"
686,"{'latitude': 40.7268018, 'formatted_address': '30 Charlton St, New York, NY 10014, USA', 'longitude': -74.0043743}"
687,"{'latitude': 40.7255788, 'formatted_address': '134 E 7th St, New York, NY 10009, USA', 'longitude': -73.9832945}"
688,"{'latitude': 40.7257349, 'formatted_address': '100 Sullivan St, New York, NY 10012, USA', 'longitude': -74.0032496}"
689,"{'latitude': 40.7357356, 'formatted_address': '222 E 19th St, New York, NY 10003, USA', 'longitude': -73.9838813}"
690,"{'latitude': 40.7347155, 'formatted_address': '120 University Pl, New York, NY 10003, USA', 'longitude': -73.9923483}"
691,"{'latitude': 40.736685, 'formatted_address': '772 Greenwich St, New York, NY 10014, USA', 'longitude': -74.00680899999999}"
692,"{'latitude': 40.72187, 'formatted_address': '13 Spring St, New York, NY 10012, USA', 'longitude': -73.994872}"
693,"{'latitude': 40.744048, 'formatted_address': '10 E 28th St, New York, NY 10016, USA', 'longitude': -73.986566}"
